#ID	TYPE	CLASS	INSTANCE_NAME	DESCR	EXT_LINK	COMMENT	TIME	BEGINTERVAL	ENDINTERVAL	N.ANN_DOC.USER	N.ANN_DOC.ALL	HAS_PARTS
OTH40089819812022718	EVENT	OTHER	attention VUA	glitch became public attention			2010-01-XX			0	1	
OTH40457931647775378	EVENT	OTHER	increase 20 february 2009 ftse	ftse increased  20 february 2009		MS: no er	2009-02-20			0	1	FIN39676646219701103_Arg1
OTH57190284909640404	EVENT	OTHER	release S12-SE - (iPhone 4)	It is slated for a U.S. release on June 24 	release.01		2010-06-24			1	1	PRO36907219772334161_Arg1
FIN45381962929242562	ENTITY	FIN	Layoff packages - GM and Chrysler							1	1	
PRO39561309081285268	ENTITY	PRO	Non-vital parts	of an Airbus A380						0	1	
ORG45371909994291299	ENTITY	ORG	Daimler Chrysler and Chrysler							1	1	
LOC47035628552584385	ENTITY	LOC	US and Canada and Ontario							1	1	
OTH40784510268395713	EVENT	OTHER	merge VUA	Boeing development team and parent product			2008-05-24			0	1	PER39561632176289511_Arg1 PER39561598934496348_Arg2
FIN47026148851416382	ENTITY	FIN	music buisness		http://dbpedia.org/resource/Music_industry	er generic				0	1	
SPE57381285419042293	EVENT	SPEECH_COGNITIVE	asked S13-SE - (Steve Jobs)	I have asked Tim Cook to be responsible for all of Apple 's day to day operations .	ask.02		2011-01-17			1	1	PER19274271332322852_Arg0
OTH37140746106512615	EVENT	OTHER	pre-order-iPhone4-EHU	iPhone pre-orders				2010-06-15		1	1	PRO36907219772334161_Arg1
SPE39675804251459997	EVENT	SPEECH_COGNITIVE	citing VUA	Airbus delay A380			2005-11-05			0	1	ORG37154719430036883_Arg0
OTH57384319255636347	EVENT	OTHER	step down-SE - (Steve Jobs)	Steve Jobs , founder of Apple , has chosen to step down from his post as CEO of the company .	step.04		XXXX-XX-XX			0	0	PER19274271332322852_Arg0
OTH40435664152018983	EVENT	OTHER	gain 21 august 2009 nasdaq 	nasdaq gaining 21 august 2009		MS: no er	2009-08-21			0	1	FIN39324663297288769_Arg1
PRO27733281450580678	ENTITY	PRO	Boeing 787 Dreamliner aircraft		http://dbpedia.org/resource/Boeing_787_Dreamliner					0	0	
OTH40783061545988125	EVENT	OTHER	close 19 october 2007 S&P 500	closing 19 october 2007 S&P 500		MS: no er	2007-10-19			0	1	FIN39325939269459429_Arg1
OTH39991787725890675	EVENT	OTHER	flight2 VUA	Adam Air flight 574			2007-XX-XX			0	1	ORG27584649195330843_Arg0
OTH57188598788421730	EVENT	OTHER	has S14-SE - (iPhone 4)	The phone has two cameras 	have.03		2010-06-08			1	1	PRO36907219772334161_Arg0
OTH39909305919839605	EVENT	OTHER	built VUA	777 built by Boeing				XXXX-XX-XX		0	1	PRO37154720946869865_Arg4
OTH40817064095727586	EVENT	OTHER	end 23 february 2009 dow	dow to end the day 23 february 2009		MS: no er	2009-02-23			0	1	FIN39323676120351079_Arg1
PRO27982967204397394	ENTITY	PRO	Flight recorder (also called 'black box')		http://dbpedia.org/page/Flight_recorder					0	1	
OTH40792231014795711	EVENT	OTHER	project VUA	787 project issues				XXXX-XX-XX		0	1	ORG37154719725500990_Arg0
SPE40106108389239164	EVENT	SPEECH_COGNITIVE	say VUA	Boeing 800 orders for 787			2011-08-08			0	1	ORG37154719725500990_Arg0
LOC27573307281275706	ENTITY	LOC	Toulouse, France		http://dbpedia.org/page/Toulouse					0	2	
PRO47041552970820098	ENTITY	PRO	Atlanta and St Louis plants							1	1	
SPE57466750582908182	EVENT	SPEECH_COGNITIVE	know S13-SE - (Steve Jobs)	Those of us who have been fortunate enough to know and work with Steve	know.01		XXXX-XX-XX			1	1	PER19274271332322852_Arg1
OTH40533460196276656	EVENT	OTHER	Cut-EHU	Ford cut costs			2009-XX-XX			1	1	ORG37406423869806668_Arg0
OTH57193776274074845	EVENT	OTHER	sold S9-SE - (iPod)	iPods sold in France already have the volume limited	sell.01		XXXX-XX-XX			1	1	PRO19274272200451092_Arg1
FIN39675879107047155	ENTITY	FIN	CAC40	French stock market index	http://dbpedia.org/resource/CAC_40	centroid entity				0	5	
SPE40253222284430072	EVENT	SPEECH_COGNITIVE	Announce-EHU	GM announce Ammann president			2013-12-10			1	1	ORG37406424148086837_Arg0
LOC27733053088199562	ENTITY	LOC	Bangkok, Thailand		http://dbpedia.org/resource/Bangkok					0	1	
OTH57127720609344096	EVENT	OTHER	discontinued S23-SE (iPhone 3G)	the iPhone 3G will be discontinued 	discontinue.01		2010-06-24			1	1	PRO20564229258253078_Arg1
OTH57127554049071219	EVENT	OTHER	will provide-SE (Iphone 3G)	 the 3G iPhone will provide internet access	provide.01		XXXX-XX-XX			1	1	PRO20564229258253078_Arg0
OTH39647635642444246	EVENT	OTHER	hire VUA	Boeing had hired Darleen Druyun				XXXX-XX-XX		0	1	ORG37154719725500990_Arg0
PER55761288463185272	ENTITY	PER	members of the iPhone Developer Program 	or developers						0	1	
ORG44061063194202943	ENTITY	ORG	Uralsib		http://dbpedia.org/resource/Uralsib					0	1	
FIN47030262768688037	ENTITY	FIN	GM and Chrysler aid							1	1	
OTH39579598937360977	EVENT	OTHER	Ceremony	of Airbus to launch the A380			2005-01-18			0	1	
PER47025249863400556	ENTITY	PER	Martin Luther King		http://dbpedia.org/resource/Martin_Luther_King,_Jr.					0	1	
LOC27735199461107776	ENTITY	LOC	New York City, US		http://dbpedia.org/resource/New_York_City					4	6	
SPE40457056561293072	EVENT	SPEECH_COGNITIVE	Decline-EHU	Henderson declined predict			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40004984807990885	EVENT	OTHER	fly VUA	A330 will fly in RAF livery				XXXX-XX-XX		0	1	PRO39497061166580768_Arg0
PRO55737213508897838	ENTITY	PRO	music branded with an Apple product	music branded with an Apple product						0	1	
LOC43998219864852152	ENTITY	LOC	15 countries using the euro	15 countries in the Eurogroup		no er				0	1	
OTH57194254916887796	EVENT	OTHER	owns-SE - (iPod)	Presiding Judge Martin Mann has stated that he owns an iPod portable music player	own.01		2006-03-28			1	1	PRO19274272200451092_Arg1
OTH40531246675794195	EVENT	OTHER	Relieve-EHU	plan relieve Ford			XXXX-XX-XX			2	2	ORG37406423869806668_Arg1
PRO45384771937291453	ENTITY	PRO	Chrysler PT Cruiser		http://dbpedia.org/resource/Chrysler_PT_Cruiser					1	1	
OTH40105807736789100	EVENT	OTHER	roll out VUA 	Boeing the first 787			2011-08-08			0	1	ORG37154719725500990_Arg0 PRO39503507146266799_Arg1 PRO37154719263852456_Arg1
OTH41382237354430108	EVENT	OTHER	Behaviour-EHU	GM's behaviour towards Germany			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
OTH40781391115137995	EVENT	OTHER	set up VUA	Putin set up forum Aeroflot Boeing			XXXX-XX-XX			0	1	PER27733878104221791_Arg1
OTH39652201204500863	EVENT	OTHER	unveils VUA	Boeing unveils 777			2005-02-17			0	1	ORG37154719725500990_Arg0 PRO37154720946869865_Arg1
PRO39497012900575606	ENTITY	PRO	Current Fleet	aircraft of UK RAF						0	1	
LOC27744500182773043	ENTITY	LOC	Asia		http://dbpedia.org/resource/Asia					0	3	
PRO55894548538555407	ENTITY	PRO	Quartz software							0	1	
ORG19274271618816482	ENTITY	ORG	APPLE COMPUTER	Apple Computer	http://dbpedia.org/resource/Apple_Inc.	centroid entity				0	3	
LOC27738350394482532	ENTITY	LOC	Los Angeles, US		http://dbpedia.org/resource/Los_Angeles					0	1	
LOC39561143721194958	ENTITY	LOC	Parking space	at Suvarnabhumi Airport						0	1	
SPE40254502891739593	EVENT	SPEECH_COGNITIVE	Announce-EHU	GM announced PAG selected			2009-06-05			1	1	ORG37406424148086837_Arg0
OTH39913165724483480	EVENT	OTHER	attempt VUA	Ryanair attempt take over Aer Lingus				2006-12-XX		0	1	ORG37154720662549110_Arg0
PRO56157260227589817	ENTITY	PRO	the core of Darwin OS	the core of Darwin OS						0	1	
PRO39502876386104006	ENTITY	PRO	American format	of date notation						0	1	
OTH40542779678725242	EVENT	OTHER	Plan-EHU	plan 4 GM			2009-06-01			1	1	ORG37406424148086837_Arg3 PER37406424967115208_Arg0
OTH40345012115893917	EVENT	OTHER	finish 13 mar 2009	S&P 500 finished 13 march 2009		MS: no er	2009-03-13			0	1	FIN39325939269459429_Arg1
OTH39906761859928246	EVENT	OTHER	landing VUA	777 at Heathrow			2005-04-27			0	1	PRO37154720946869865_Arg1 LOC27982530746170229_Argm-LOC
SPE39141209867148717	EVENT	SPEECH_COGNITIVE	Say-EHU	Henderson said expected years			2009-06-01			1	1	PER37406425118763133_Arg0
OTH39925425061994181	EVENT	OTHER	dip	NIKKEI dipped after the news		MS: no er	2008-11-XX			0	1	FIN39755153334854979_Arg1
OTH40370640931859664	EVENT	OTHER	rise	US dollar rise - 27 oct 08		no er	2008-10-27			0	1	FIN40369405063703585_Arg1
OTH40098130503427556	EVENT	OTHER	receive VUA	Boeing letter from Airbus			2007-07-08			0	1	ORG37154719725500990_Arg0 ORG37154719430036883_Arg2
OTH39752744747858871	EVENT	OTHER	job-cuts VUA	10000 job cuts by Airbus				2007-XX-XX	2011-XX-XX	0	1	ORG37154719430036883_Arg0
OTH40780626242688028	EVENT	OTHER	forum VUA	Aeroflot Boeing business forum			2007-06-10			0	1	
OTH21004773627293991	EVENT	OTHER	come	iPhone4 comes in two colors						0	1	PRO19274271812050726_Arg0
OTH39738341861981866	EVENT	OTHER	Cut-EHU	Ford cut jobs plants				XXXX-XX-XX	2012-XX-XX	2	2	ORG37406423869806668_Arg0
OTH39135287310596490	EVENT	OTHER	Replace-EHU	Henderson replaced Wagoner			2009-03-29			1	1	PER37406425118763133_Arg2
PER44061193159864674	ENTITY	PER	Chris Weafer	analyst at Uralsib		no er				0	1	
FIN47029691247352086	ENTITY	FIN	Chrysler voucher							1	1	
OTH57471574702555715	EVENT	OTHER	pass-SE - (iTunes Store)	 Apple 's iTunes store passes U.S. electronics retailer Best Buy for the No. 2 U.S. music retailer in 2007 .	pass.02		2008-02			1	1	PRO19274271475601598_Arg0
OTH40364174645589839	EVENT	OTHER	loss 19 oct 2007	Nasdaq took losses 19 october 2007		MS: no er	2007-10-19			0	1	FIN39324663297288769_Arg1
FIN39480880133290753	ENTITY	FIN	Aviation industry							0	1	
OTH57180077482019595	EVENT	OTHER	breach (of a settlement)	Apple corps argued that the iTunes Music Store was a breach of the settlement	breach.01		XXXX-XX-XX			1	1	PRO19274271475601598_Arg0
OTH40783684232217660	EVENT	OTHER	demand VUA	Boeing airlines improvements			XXXX-XX-XX			0	1	ORG39561472199374551_Arg0
SPE40456123932433385	EVENT	SPEECH_COGNITIVE	Expand-EHU	Henderson expanded point			2009-06-01			1	1	PER37406425118763133_Arg0
OTH40017350674237882	EVENT	OTHER	assemble VUA	Northrop and EADS plan planes in Mobile			XXXX-XX-XX			0	1	ORG37154720130514282_Arg0 ORG37154720003835631_Arg0 PRO39499986437798429_Arg1 LOC27981399415670568_Argm-LOC
OTH39743219266662792	EVENT	OTHER	hearten	BoA is heartened by early gains		no er	2009-10-16			0	1	ORG39669852667789054_Arg1
PRO47186000272966579	ENTITY	PRO	iCloud		http://dbpedia.org/resource/ICloud					0	1	
FIN55896206410543487	ENTITY	FIN	profits	profits of Apple in 2006						0	2	
PER45359807512218648	ENTITY	PER	GM former workers							1	1	
SPE40013239848274831	EVENT	SPEECH_COGNITIVE	statement VUA	Boeing given by Barksdale			XXXX-XX-XX			0	1	ORG37154719725500990_Arg0
PRO39476286763274060	ENTITY	PRO	load	Full passenger and luggage load						0	1	
OTH39991217318385402	EVENT	OTHER	charity flight VUA	A380 special charity flight			2007-10-25			0	2	PRO37154719590532628_Arg1 LOC27573365163308465_Argm-LOC LOC27573199898348391_Argm-LOC
PER37406424435056473	ENTITY	PER	GM creditors	GM creditors		centroid entity				3	3	
PER45383998311654341	ENTITY	PER	John Howard + Ian MacDonald							1	1	
OTH40342524524361435	EVENT	OTHER	fall 20 febr 2009	S&P 500 fell 20 february 2009		MS: no er	2009-02-20			0	1	FIN39325939269459429_Arg1
PRO39500951238584697	ENTITY	PRO	Black box	from flight 447						0	1	
OTH39661009391241506	EVENT	OTHER	Function-EHU	Chrysler function normally				2009-04-30	XXXX-XX-XX	1	1	ORG37406423422624299_Arg0
PRO39494701590749808	ENTITY	PRO	First A380	First A380 delivered						0	2	
SPE39046687752908361	EVENT	SPEECH_COGNITIVE	Say-EHU	Obama said creditors bailouts			XXXX-XX-XX			1	1	PER37406424967115208_Arg0
OTH40106594589413007	EVENT	OTHER	work	at Boeing on the 787					2011-08-08	0	1	ORG37154719725500990_Arg2
OTH57445510523163357	EVENT	OTHER	lawsuit-SE - (Beatles Apple Corps)	Beatles ' Apple Corps sues Apple Computer - has filed a lawsuit	sue.01;lawsuit.04		2006-03			1	1	ORG19274272335363621_Arg0
OTH39988132893142073	EVENT	OTHER	service VUA	commercial service A380				2007-10-17		0	1	
PRO55725404314666022	ENTITY	PRO	iPod (5th generation)	iPod (5th generation)						0	2	
PER47187995070398978	ENTITY	PER	Macintosh users							0	2	
SPE21003526903096403	EVENT	SPEECH_COGNITIVE	praised	Jobs praised iPhone4			2010-06-07			0	1	
SPE39754731356492266	EVENT	SPEECH_COGNITIVE	billed VUA	A380 first flight			2007-03-19			0	1	PRO37154719590532628_Arg3
OTH40429824561224354	EVENT	OTHER	fall 4 september 2008 nasdaq	nasdaq fell 4 september 2008		MS: no er	2008-09-04			0	1	FIN39324663297288769_Arg1
ORG45374187885304059	ENTITY	ORG	Daimler Chrysler							0	0	
SPE39137650055484795	EVENT	SPEECH_COGNITIVE	Speak-EHU	Henderson spoke to the public			2009-06-01			1	1	PER37406425118763133_Arg0
PRO55732437421558798	ENTITY	PRO	signal	signal						0	1	
SPE39140105961363128	EVENT	SPEECH_COGNITIVE	State-EHU	Henderson stated not happening			2009-06-01			1	1	PER37406425118763133_Arg0
OTH57275920214328459	EVENT	OTHER	held-SE - (iTunes store)	 Apple 's iTunes held 19 percent of the U.S. music market 	hold.01		2008-01			1	1	PRO19274271475601598_Arg0
OTH39739987809482780	EVENT	OTHER	compensated VUA	Singapore Airlines for A380 delay			2006-10-05			0	1	ORG37154720265874633_Arg2 ORG37154719430036883_Arg0
OTH40266094634193995	EVENT	OTHER	implement	NYSE had implemented restrictions		MS: no er	2007-02-27			0	1	FIN40264557228902287_Arg0
ORG27736196070201058	ENTITY	ORG	Boeing Delta Program business units							0	1	
OTH40781481066190148	EVENT	OTHER	showcase VUA	Putin set up forum Aeroflot Boeing			XXXX-XX-XX			0	1	PER27733878104221791_Arg0
FIN39561764394171706	ENTITY	FIN	International market	general						0	1	
OTH40785157462879085	EVENT	OTHER	replacement VUA	Boeing development 737				2006-XX-XX		0	1	PRO27981186855435884_Arg1
OTH41490356421358484	EVENT	OTHER	71526-4-manufactured				XXXX-XX-XX			0	1	PRO37154719263852456_Arg1
FIN45819838926436726	ENTITY	FIN	Shareholders							1	1	
SPE40080669921658281	EVENT	SPEECH_COGNITIVE	respond VUA	USAF has 60 days to respond				2008-06-18	2008-08-17	0	1	ORG37154720392556611_Arg0
SPE57365498157192464	EVENT	SPEECH_COGNITIVE	said S10-SE - (Steve Jobs)	 Jobs said that the phones can be returned for a refund as well .	say.01		2010-07-16			1	1	PER19274271332322852_Arg0
OTH39751626153821469	EVENT	OTHER	merged VUA	Douglas merged with Boeing			1996-XX-XX			0	1	ORG37154719725500990_Arg2
OTH40819616267908467	EVENT	OTHER	rise september 2007 dow	dow had risen september 2007		MS: no er		2007-09-XX	2007-10-XX	0	1	FIN39323676120351079_Arg1
OTH39659719379269372	EVENT	OTHER	Bankruptcy-EHU	Chrysler bankruptcy			XXXX-XX-XX			2	2	ORG37406423422624299_Arg1
LOC27743863144682669	ENTITY	LOC	Boeing factory in Long Beach							0	1	
PRO39493627415388717	ENTITY	PRO	Long-haul fleet	Airbus aircraft						0	1	
PRO56155231981286331	ENTITY	PRO	all features of the iPhone	first iPhone						0	1	
OTH40543458382838686	EVENT	OTHER	Cut-EHU	GM cut jobs Opel			XXXX-XX-XX			1	1	ORG37406424148086837_Arg0
LOC46995858038905038	ENTITY	LOC	Cupertino, California		http://dbpedia.org/resource/Cupertino,_California					0	2	
OTH40093597393813882	EVENT	OTHER	match VUA	date matches 787			XXXX-XX-XX			0	1	
OTH39220812604469242	EVENT	OTHER	Own-EHU	UAW own 55% Chrysler				2009-04-30	XXXX-XX-XX	1	1	ORG37406424696739278_Arg0
FIN44085454248409183	ENTITY	FIN	Euro	Currency	http://dbpedia.org/resource/Euro					0	1	
SPE40097286545714124	EVENT	SPEECH_COGNITIVE	announce VUA	Boeing 35 German orders			2007-07-07			0	1	ORG37154719725500990_Arg0
OTH39905444115998914	EVENT	OTHER	deal VUA	Air Canada deal for 777s			2005-04-27			0	1	ORG27982380989913573_Arg1
PRO39474736299168718	ENTITY	PRO	reports	reports of Boeing deal						0	1	
OTH21002960087918974	EVENT	OTHER	obtain	Gizmodo obtained prototype iPhone4			2010-04-XX	2010-04-01	2010-04-30	0	1	
ORG56154020520343270	ENTITY	ORG	Apple divisions	Apple divisions						0	1	
OTH40817818580316750	EVENT	OTHER	finish 13 march 2009 dow	dow finished 13 march 2009		MS: no er	2009-03-13			0	1	FIN39323676120351079_Arg1
OTH39754021312345224	EVENT	OTHER	flying VUA	A380 flying to Chicago			2007-03-19			0	1	PRO37154719590532628_Arg0 LOC27735070429447634_Argm-LOC LOC27738350394482532_Argm-LOC LOC27735199461107776_Argm-LOC
OTH39760928849741949	EVENT	OTHER	interests VUA	protect interest USAF			XXXX-XX-XX			0	1	
SPE40455518320022630	EVENT	SPEECH_COGNITIVE	Emphasize-EHU	Henderson emphasized GM open			2009-06-01			1	1	PER37406425118763133_Arg0
PRO39476256986837151	ENTITY	PRO	Any other airliner	any other airliner in the world (viewpoint Boeing)						0	1	
OTH39924574920641158	EVENT	OTHER	close	NIKKEI close 27 oct 2008		MS: no er	2008-10-27			0	1	FIN39755153334854979_Arg1
ORG39502613642638890	ENTITY	ORG	our communities	of Boeing						0	1	
SPE40781849676060246	EVENT	SPEECH_COGNITIVE	negotiate VUA	Aeroflot deal 22 787s			2007-06-10			0	1	ORG27733811009421267_Arg0
OTH39740769611526334	EVENT	OTHER	delivery VUA	of A380			2007-10-XX			0	3	ORG37154719430036883_Arg0 PRO37154719590532628_Arg1 ORG37154720265874633_Arg2 LOC27573365163308465_Argm-LOC
OTH40885843848241418	EVENT	OTHER	have VUA	Ryanair has 91 aircraft			2005-06-13			0	1	ORG37154720662549110_Arg0
OTH39760990530335154	EVENT	OTHER	protect VUA	protect interest USAF			XXXX-XX-XX			0	1	
OTH40545194386735982	EVENT	OTHER	close	US stock markets closed at -366.94 points		no er	2007-10-19			0	0	FIN39326930888384754_Arg1
OTH39907804410043461	EVENT	OTHER	offer VUA	787 offers extra seats				XXXX-XX-XX		0	1	PRO37154719263852456_Arg0
SPE57367736949231499	EVENT	SPEECH_COGNITIVE	announced S10-SE - (Steve Jobs)	Jobs announced the release of Apple s iLife 11 software suite 	announce.01		2010-10-20			1	1	PER19274271332322852_Arg0
OTH40806630895065785	EVENT	OTHER	go 60 down 10 october 2008 dow	dow went 60 down 10 october 2008		MS: no er	2008-10-10			0	1	FIN39323676120351079_Arg1
OTH39911761303859909	EVENT	OTHER	operate VUA	Aer Lingus operates Airbus fleet				XXXX-XX-XX		0	1	ORG27734136303656824_Arg0 PRO39493590269822197_Arg1
FIN45380767557577374	ENTITY	FIN	private firms							1	1	
OTH40815655321716048	EVENT	OTHER	bring 19 february 2009 dow	dow bringing 19 february 2009		MS: no er	2009-02-19			0	1	FIN39323676120351079_Arg1
PRO55738528215959750	ENTITY	PRO	feature to record sound	iPhone feature						0	1	
FIN45384635587280361	ENTITY	FIN	GM loans							1	1	
SPE40090666569560865	EVENT	SPEECH_COGNITIVE	report VUA	A400 glitch Der Spiegel			2010-01-XX			0	1	ORG27983976340483649_Arg0
SPE57304645462218558	EVENT	SPEECH_COGNITIVE	talked S22-SE - (Steve Jobs)	He talked about the easiness for developers to port their Mac apps to Intel ( x86 ) processors .	talk.01		2005-06-06			1	1	PER19274271332322852_Arg0
OTH36729858214200102	EVENT	OTHER	misreported VUA	misreported on the iPhone 4				XXXX-XX-XX		0	1	PRO36276501830687088_Argm-OTHER
OTH39751500348421948	EVENT	OTHER	work VUA	hard work of Boeing employees					2006-05-29	0	1	PER39480894973432913_Arg0
PRO45369943415873434	ENTITY	PRO	10 Ford plants							2	2	
OTH40886763567534214	EVENT	OTHER	have	US stock markets have their best week - 2009-03-13		no er	2009-03-13			0	1	FIN39326930888384754_Arg0
ORG37154720265874633	ENTITY	ORG	Singapore Airlines	Singapore Airlines (centroid entity)	http://dbpedia.org/page/Singapore_Airlines	centroid entity				0	6	
OTH40097475833455392	EVENT	OTHER	illustrate VUA	787 different strategies			XXXX-XX-XX			0	1	PRO37154719263852456_Arg0
PRO19274272200451092	ENTITY	PRO	IPOD	iPod	http://dbpedia.org/resource/IPod	centroid entity				12	17	
OTH57386072899922658	EVENT	OTHER	leaves S14-SE - (Steve Jobs)	Steve leaves behind a company that only he could have built 			2011-10-05			1	1	PER19274271332322852_Arg0
SPE40786624867317971	EVENT	SPEECH_COGNITIVE	say VUA	Carson about continuing research			2008-05-24			0	1	PER37154720533456927_Arg0
OTH57180257639342710	EVENT	OTHER	branded (iTunes store)	while the iTunes Music Store is branded, the music it sells is not	brand.01		2006-05-08			1	1	PRO19274271475601598_Arg1
FIN55899157220703028	ENTITY	FIN	UK iTunes prices	prices for media in UK						0	1	
OTH41491030598515888	EVENT	OTHER	787 promises 				2011-08-08			0	1	PRO37154719263852456_Arg0
PER37154720533456927	ENTITY	PER	Scott Carson	Scott Carson (centroid entity)		centroid entity<br>no er				0	3	
SPE39753048000590102	EVENT	SPEECH_COGNITIVE	announced VUA	Airbus announced job cuts			2007-02-28			0	1	ORG37154719430036883_Arg0
